P.SYMBOL,P.DATE,P.PRICE,EST.S.DATE,EST.S.PRICE,T.DATE,T.PRICE,STATUS,PROFITPCT,PROFITPCT252D,DATEPCT,PRICEPCT
ASX-IVC,2020-01-30,13.11,2020-12-01,14.77,2020-02-27,14.77,CLOSED,12.66,114.0,9.0,100.0
ASX-IVC,2020-01-30,13.11,2020-12-01,14.77,2020-02-27,14.77,CLOSED,12.66,114.0,9.0,100.0
ASX-CWN,2020-01-30,11.6,2020-07-25,12.39,2020-03-03,10.21,OPEN,-11.98,-91.0,19.0,-176.0
2588.HK,2020-01-30,71.4,2020-03-18,77.04,2020-03-03,71.0,OPEN,-0.56,-4.0,69.0,-7.0
2588.HK,2020-01-30,71.4,2020-04-03,78.62,2020-03-03,71.0,OPEN,-0.56,-4.0,52.0,-6.0
2588.HK,2020-01-30,71.4,2020-06-16,85.34,2020-03-03,71.0,OPEN,-0.56,-4.0,24.0,-3.0
2588.HK,2020-01-30,71.4,2020-07-10,83.65,2020-03-03,71.0,OPEN,-0.56,-4.0,20.0,-3.0
2588.HK,2020-01-30,71.4,2020-05-17,73.67,2020-02-04,73.67,CLOSED,3.18,160.0,5.0,100.0
NFLX,2020-01-30,347.74,2020-06-26,495.11,2020-02-17,495.11,CLOSED,42.38,593.0,12.0,100.0
MMM,2020-01-30,162.51,2020-10-17,184.03,2020-03-02,153.02,OPEN,-5.84,-46.0,12.0,-44.0
NFLX,2020-01-30,347.74,2020-05-05,442.08,2020-02-17,442.08,CLOSED,27.13,380.0,19.0,100.0
MMM,2020-01-30,162.51,2020-11-27,185.75,2020-03-02,153.02,OPEN,-5.84,-46.0,11.0,-41.0
DIS,2020-01-30,137.81,2020-07-18,147.08,2020-02-05,147.08,CLOSED,6.73,283.0,4.0,100.0
MSFT,2020-01-30,172.78,2020-11-30,184.18,2020-02-05,184.18,CLOSED,6.6,277.0,2.0,100.0
ASX-CWN,2020-01-31,11.7,2020-04-13,12.24,2020-03-03,10.21,OPEN,-12.74,-100.0,44.0,-276.0
ASX-CWN,2020-01-31,11.7,2020-07-26,12.5,2020-03-03,10.21,OPEN,-12.74,-100.0,18.0,-186.0
0175.HK,2020-01-31,12.54,2020-10-23,18.85,2020-03-03,14.48,OPEN,15.47,122.0,12.0,31.0
2208.HK,2020-01-31,8.23,2020-12-26,10.94,2020-03-03,8.01,OPEN,-2.67,-21.0,10.0,-8.0
0175.HK,2020-01-31,12.54,2020-11-24,16.86,2020-03-03,14.48,OPEN,15.47,122.0,11.0,45.0
AMZN,2020-01-31,2008.72,2020-08-08,2650.71,2020-03-02,1953.95,OPEN,-2.73,-22.0,16.0,-9.0
AMZN,2020-01-31,2008.72,2020-09-23,2551.88,2020-03-02,1953.95,OPEN,-2.73,-22.0,13.0,-10.0
ASX-VVR,2020-02-03,2.75,2020-04-27,2.92,2020-02-17,2.92,CLOSED,6.18,111.0,17.0,100.0
ASX-VVR,2020-02-03,2.75,2020-09-13,3.23,2020-03-03,2.73,OPEN,-0.73,-6.0,13.0,-4.0
ASX-VVR,2020-02-03,2.75,2020-08-22,2.9,2020-02-17,2.9,CLOSED,5.45,98.0,7.0,100.0
ASX-VVR,2020-02-03,2.75,2020-03-11,2.81,2020-02-13,2.81,CLOSED,2.18,55.0,27.0,100.0
1299.HK,2020-02-03,78.5,2020-09-12,94.12,2020-03-03,76.5,OPEN,-2.55,-22.0,13.0,-13.0
0857.HK,2020-02-03,3.38,2020-10-30,5.39,2020-03-02,3.1,OPEN,-8.28,-75.0,10.0,-14.0
0175.HK,2020-02-03,12.6,2020-10-26,18.94,2020-03-03,14.48,OPEN,14.92,130.0,11.0,30.0
1299.HK,2020-02-03,78.5,2020-06-11,86.48,2020-03-03,76.5,OPEN,-2.55,-22.0,22.0,-25.0
0175.HK,2020-02-03,12.6,2020-11-27,16.94,2020-03-03,14.48,OPEN,14.92,130.0,10.0,43.0
1299.HK,2020-02-03,78.5,2020-04-01,82.75,2020-03-03,76.5,OPEN,-2.55,-22.0,50.0,-47.0
0386.HK,2020-02-03,4.07,2020-04-16,4.23,2020-02-06,4.23,CLOSED,3.93,330.0,4.0,100.0
NKE,2020-02-03,99.27,2020-12-21,120.1,2020-03-02,92.68,OPEN,-6.64,-60.0,9.0,-32.0
AMZN,2020-02-03,2004.2,2020-09-15,2548.34,2020-03-02,1953.95,OPEN,-2.51,-23.0,12.0,-9.0
AMZN,2020-02-03,2004.2,2020-08-13,2651.76,2020-03-02,1953.95,OPEN,-2.51,-23.0,15.0,-8.0
LULU,2020-02-03,246.37,2020-10-15,324.81,2020-03-02,228.9,OPEN,-7.09,-64.0,11.0,-22.0
NKE,2020-02-03,99.27,2020-06-11,107.09,2020-03-02,92.68,OPEN,-6.64,-60.0,22.0,-84.0
NKE,2020-02-03,99.27,2020-04-17,104.0,2020-03-02,92.68,OPEN,-6.64,-60.0,38.0,-139.0
LULU,2020-02-03,246.37,2021-01-09,296.63,2020-03-02,228.9,OPEN,-7.09,-64.0,8.0,-35.0
ASX-CWN,2020-02-04,11.56,2020-04-17,12.09,2020-03-03,10.21,OPEN,-11.68,-105.0,38.0,-255.0
ASX-NAB,2020-02-04,25.6,2021-01-04,27.4,2020-02-19,27.4,CLOSED,7.03,118.0,4.0,100.0
ASX-CWN,2020-02-04,11.56,2020-07-30,12.35,2020-03-03,10.21,OPEN,-11.68,-105.0,16.0,-171.0
0288.HK,2020-02-04,7.45,2020-07-04,9.08,2020-03-03,8.08,OPEN,8.46,76.0,19.0,39.0
0288.HK,2020-02-04,7.45,2020-08-14,11.31,2020-03-03,8.08,OPEN,8.46,76.0,15.0,16.0
2208.HK,2020-02-04,8.31,2021-01-11,11.08,2020-03-03,8.01,OPEN,-3.61,-32.0,8.0,-11.0
1038.HK,2020-02-04,54.05,2021-01-19,66.87,2020-03-02,52.3,OPEN,-3.24,-30.0,8.0,-14.0
2388.HK,2020-02-04,26.0,2021-02-02,33.46,2020-03-03,27.05,OPEN,4.04,36.0,8.0,14.0
2800.HK,2020-02-04,26.85,2020-12-07,31.8,2020-03-02,26.65,OPEN,-0.74,-7.0,9.0,-4.0
0175.HK,2020-02-04,12.76,2020-10-27,19.18,2020-03-03,14.48,OPEN,13.48,121.0,11.0,27.0
2208.HK,2020-02-04,8.31,2020-12-30,11.05,2020-03-03,8.01,OPEN,-3.61,-32.0,8.0,-11.0
0175.HK,2020-02-04,12.76,2020-11-28,17.16,2020-03-03,14.48,OPEN,13.48,121.0,9.0,39.0
1038.HK,2020-02-04,54.05,2020-06-27,57.33,2020-03-02,52.3,OPEN,-3.24,-30.0,19.0,-53.0
1816.HK,2020-02-04,1.91,2020-04-08,2.01,2020-02-11,2.01,CLOSED,5.24,189.0,11.0,100.0
1038.HK,2020-02-04,54.05,2020-04-02,55.81,2020-03-02,52.3,OPEN,-3.24,-30.0,47.0,-99.0
2800.HK,2020-02-04,26.85,2020-07-13,28.79,2020-03-02,26.65,OPEN,-0.74,-7.0,17.0,-10.0
0267.HK,2020-02-04,8.87,2020-03-24,9.57,2020-03-03,9.1,OPEN,2.59,23.0,57.0,33.0
0288.HK,2020-02-04,7.45,2020-06-28,8.05,2020-02-07,8.05,CLOSED,8.05,676.0,2.0,100.0
0267.HK,2020-02-04,8.87,2020-05-30,11.13,2020-03-03,9.1,OPEN,2.59,23.0,24.0,10.0
MA,2020-02-04,329.12,2020-11-19,428.09,2020-03-02,306.74,OPEN,-6.8,-63.0,9.0,-23.0
MA,2020-02-04,329.12,2020-05-30,379.01,2020-03-02,306.74,OPEN,-6.8,-63.0,23.0,-45.0
UPS,2020-02-04,103.38,2020-04-11,106.19,2020-02-05,106.19,CLOSED,2.72,inf,0.0,100.0
MMM,2020-02-04,157.24,2020-10-22,178.06,2020-03-02,153.02,OPEN,-2.68,-25.0,10.0,-20.0
MA,2020-02-04,329.12,2020-04-21,351.07,2020-03-02,306.74,OPEN,-6.8,-63.0,35.0,-102.0
MMM,2020-02-04,157.24,2020-12-02,179.73,2020-03-02,153.02,OPEN,-2.68,-25.0,9.0,-19.0
QQQ,2020-02-04,227.47,2020-07-13,239.69,2020-03-02,216.42,OPEN,-4.86,-45.0,17.0,-90.0
QQQ,2020-02-04,227.47,2020-05-14,231.18,2020-02-10,231.18,CLOSED,1.63,68.0,6.0,100.0
UPS,2020-02-04,103.38,2020-08-10,109.66,2020-03-02,92.75,OPEN,-10.28,-96.0,14.0,-169.0
UPS,2020-02-04,103.38,2020-04-06,107.01,2020-02-06,107.01,CLOSED,3.51,442.0,3.0,100.0
ASX-VVR,2020-02-05,2.77,2020-03-24,2.91,2020-02-17,2.91,CLOSED,5.05,106.0,25.0,100.0
ASX-VVR,2020-02-05,2.77,2020-07-20,3.07,2020-03-03,2.73,OPEN,-1.44,-13.0,16.0,-13.0
ASX-VVR,2020-02-05,2.77,2020-10-18,2.93,2020-03-03,2.73,OPEN,-1.44,-13.0,11.0,-25.0
ASX-VVR,2020-02-05,2.77,2020-02-27,2.85,2020-02-17,2.85,CLOSED,2.89,61.0,55.0,100.0
ASX-ASX,2020-02-05,85.74,2020-12-31,91.75,2020-03-03,73.99,OPEN,-13.7,-128.0,8.0,-196.0
ASX-ORG,2020-02-05,7.8,2020-04-07,8.42,2020-03-03,7.05,OPEN,-9.62,-90.0,44.0,-121.0
ASX-ORG,2020-02-05,7.8,2020-04-12,8.25,2020-03-03,7.05,OPEN,-9.62,-90.0,40.0,-167.0
2588.HK,2020-02-05,74.2,2020-07-04,87.29,2020-03-03,71.0,OPEN,-4.31,-40.0,18.0,-24.0
2588.HK,2020-02-05,74.2,2020-07-07,84.83,2020-03-03,71.0,OPEN,-4.31,-40.0,18.0,-30.0
2768.HK,2020-02-05,2.87,2020-04-12,3.53,2020-03-02,3.1,OPEN,8.01,78.0,39.0,35.0
2768.HK,2020-02-05,2.87,2020-02-26,3.55,2020-02-26,3.05,CLOSED,6.27,75.0,100.0,26.0
0288.HK,2020-02-05,7.66,2020-07-05,9.34,2020-03-03,8.08,OPEN,5.48,51.0,18.0,25.0
0288.HK,2020-02-05,7.66,2020-08-15,11.63,2020-03-03,8.08,OPEN,5.48,51.0,14.0,11.0
2768.HK,2020-02-05,2.87,2020-02-14,3.09,2020-02-13,3.09,CLOSED,7.67,242.0,89.0,100.0
0435.HK,2020-02-05,4.93,2020-10-01,5.62,2020-03-02,4.57,OPEN,-7.3,-71.0,11.0,-52.0
1310.HK,2020-02-05,13.74,2020-09-08,15.61,2020-03-02,13.96,OPEN,1.6,16.0,12.0,12.0
2588.HK,2020-02-05,74.2,2020-04-02,80.17,2020-03-03,71.0,OPEN,-4.31,-40.0,47.0,-54.0
0435.HK,2020-02-05,4.93,2020-11-15,5.69,2020-03-02,4.57,OPEN,-7.3,-71.0,9.0,-47.0
0175.HK,2020-02-05,13.06,2020-10-28,19.63,2020-03-03,14.48,OPEN,10.87,101.0,10.0,22.0
0175.HK,2020-02-05,13.06,2020-11-29,17.56,2020-03-03,14.48,OPEN,10.87,101.0,9.0,32.0
1816.HK,2020-02-05,1.94,2020-04-09,2.04,2020-03-03,1.93,OPEN,-0.52,-5.0,42.0,-10.0
0288.HK,2020-02-05,7.66,2020-06-29,8.27,2020-02-12,8.27,CLOSED,7.96,287.0,5.0,100.0
ITA,2020-02-05,234.89,2021-01-26,270.31,2020-03-02,207.17,OPEN,-11.8,-114.0,7.0,-78.0
UPS,2020-02-05,106.04,2020-04-12,108.92,2020-03-02,92.75,OPEN,-12.53,-121.0,39.0,-461.0
IXN,2020-02-05,226.47,2020-06-26,240.99,2020-03-02,211.57,OPEN,-6.58,-64.0,18.0,-103.0
MMM,2020-02-05,162.33,2020-10-23,183.82,2020-03-02,153.02,OPEN,-5.74,-56.0,10.0,-43.0
MMM,2020-02-05,162.33,2020-12-03,185.54,2020-03-02,153.02,OPEN,-5.74,-56.0,9.0,-40.0
ITA,2020-02-05,234.89,2020-06-27,247.01,2020-03-02,207.17,OPEN,-11.8,-114.0,18.0,-229.0
AMZN,2020-02-05,2039.87,2020-04-19,2356.05,2020-03-02,1953.95,OPEN,-4.21,-41.0,35.0,-27.0
ITA,2020-02-05,234.89,2020-06-11,242.59,2020-03-02,207.17,OPEN,-11.8,-114.0,20.0,-360.0
IXN,2020-02-05,226.47,2020-04-28,233.69,2020-03-02,211.57,OPEN,-6.58,-64.0,31.0,-206.0
UPS,2020-02-05,106.04,2020-08-11,112.48,2020-03-02,92.75,OPEN,-12.53,-121.0,14.0,-206.0
UPS,2020-02-05,106.04,2020-04-07,109.76,2020-03-02,92.75,OPEN,-12.53,-121.0,42.0,-357.0
ASX-NAN,2020-02-06,7.15,2021-01-06,9.87,2020-03-03,6.84,OPEN,-4.34,-42.0,8.0,-11.0
ASX-AGL,2020-02-06,19.66,2020-07-11,20.86,2020-02-17,20.86,CLOSED,6.1,140.0,7.0,100.0
ASX-ORG,2020-02-06,7.9,2020-04-08,8.52,2020-03-03,7.05,OPEN,-10.76,-104.0,42.0,-137.0
ASX-NAN,2020-02-06,7.15,2020-11-16,8.68,2020-03-03,6.84,OPEN,-4.34,-42.0,9.0,-20.0
ASX-ORG,2020-02-06,7.9,2020-04-13,8.36,2020-03-03,7.05,OPEN,-10.76,-104.0,39.0,-185.0
1310.HK,2020-02-06,13.84,2020-09-16,15.09,2020-03-02,13.96,OPEN,0.87,9.0,11.0,10.0
0823.HK,2020-02-06,80.35,2020-10-11,95.56,2020-03-02,71.4,OPEN,-11.14,-112.0,10.0,-59.0
0066.HK,2020-02-06,44.5,2021-01-14,54.31,2020-03-02,43.05,OPEN,-3.26,-33.0,7.0,-15.0
2388.HK,2020-02-06,26.5,2021-02-04,34.11,2020-03-03,27.05,OPEN,2.08,20.0,7.0,7.0
0823.HK,2020-02-06,80.35,2020-11-21,97.37,2020-03-02,71.4,OPEN,-11.14,-112.0,9.0,-53.0
0006.HK,2020-02-06,56.95,2021-01-27,62.04,2020-03-03,55.9,OPEN,-1.84,-18.0,7.0,-21.0
0006.HK,2020-02-06,56.95,2020-07-12,59.56,2020-03-03,55.9,OPEN,-1.84,-18.0,17.0,-40.0
GOOG,2020-02-06,1476.23,2020-09-23,1690.43,2020-03-02,1389.11,OPEN,-5.9,-59.0,11.0,-41.0
GOOG,2020-02-06,1476.23,2020-09-08,1706.23,2020-03-02,1389.11,OPEN,-5.9,-59.0,12.0,-38.0
ITA,2020-02-06,237.63,2021-01-18,271.82,2020-03-02,207.17,OPEN,-12.82,-129.0,7.0,-89.0
ITA,2020-02-06,237.63,2020-06-06,250.94,2020-03-02,207.17,OPEN,-12.82,-129.0,21.0,-229.0
ITA,2020-02-06,237.63,2020-05-29,247.04,2020-03-02,207.17,OPEN,-12.82,-129.0,22.0,-324.0
GOOG,2020-02-06,1476.23,2020-04-19,1535.87,2020-03-02,1389.11,OPEN,-5.9,-59.0,34.0,-146.0
ASX-REA,2020-02-07,116.9,2020-08-19,153.45,2020-03-03,98.17,OPEN,-16.02,-161.0,13.0,-51.0
ASX-REA,2020-02-07,116.9,2020-08-17,144.09,2020-03-03,98.17,OPEN,-16.02,-161.0,13.0,-69.0
ASX-REA,2020-02-07,116.9,2020-05-11,129.77,2020-03-03,98.17,OPEN,-16.02,-161.0,27.0,-146.0
ASX-ANZ,2020-02-07,26.03,2020-11-09,27.51,2020-03-03,24.58,OPEN,-5.57,-56.0,9.0,-98.0
2638.HK,2020-02-07,7.86,2020-10-06,8.71,2020-03-03,7.92,OPEN,0.76,8.0,10.0,7.0
2638.HK,2020-02-07,7.86,2020-08-08,8.36,2020-03-03,7.92,OPEN,0.76,8.0,14.0,12.0
0388.HK,2020-02-07,270.6,2020-12-02,328.75,2020-03-03,258.0,OPEN,-4.66,-47.0,8.0,-22.0
0388.HK,2020-02-07,270.6,2020-08-15,310.65,2020-03-03,258.0,OPEN,-4.66,-47.0,13.0,-31.0
0753.HK,2020-02-07,6.97,2021-01-30,9.24,2020-03-03,6.37,OPEN,-8.61,-87.0,7.0,-26.0
V,2020-02-10,205.99,2020-12-25,274.44,2020-03-02,192.33,OPEN,-6.63,-80.0,7.0,-20.0
ASX-A2M,2020-02-11,14.89,2020-08-01,22.17,2020-03-03,16.05,OPEN,7.79,93.0,12.0,16.0
ASX-VCX,2020-02-12,2.53,2020-08-20,2.81,2020-03-03,2.23,OPEN,-11.86,-149.0,11.0,-107.0
ASX-NSR,2020-02-12,2.17,2020-09-28,2.43,2020-02-21,2.43,CLOSED,11.98,335.0,4.0,100.0
ASX-NSR,2020-02-12,2.17,2021-01-20,2.3,2020-02-17,2.3,CLOSED,5.99,302.0,1.0,100.0
ASX-WBC,2020-02-12,25.25,2020-12-28,27.72,2020-03-03,23.63,OPEN,-6.42,-81.0,6.0,-66.0
ASX-WBC,2020-02-12,25.25,2020-11-10,27.61,2020-03-03,23.63,OPEN,-6.42,-81.0,7.0,-69.0
ASX-AGL,2020-02-12,19.52,2020-07-16,20.71,2020-02-14,20.71,CLOSED,6.1,769.0,1.0,100.0
ASX-ORG,2020-02-12,7.69,2020-04-13,8.3,2020-03-03,7.05,OPEN,-8.32,-105.0,33.0,-105.0
ASX-CBA,2020-02-12,88.18,2020-09-20,93.76,2020-03-03,81.06,OPEN,-8.07,-102.0,9.0,-128.0
ASX-NSR,2020-02-12,2.17,2020-06-07,2.28,2020-02-13,2.28,CLOSED,5.07,inf,0.0,100.0
ASX-ORG,2020-02-12,7.69,2020-04-18,8.13,2020-02-20,8.13,CLOSED,5.72,180.0,12.0,100.0
2588.HK,2020-02-12,75.15,2020-07-24,88.1,2020-03-03,71.0,OPEN,-5.52,-70.0,12.0,-32.0
2588.HK,2020-02-12,75.15,2020-04-05,80.53,2020-03-03,71.0,OPEN,-5.52,-70.0,38.0,-77.0
2588.HK,2020-02-12,75.15,2020-07-27,86.43,2020-03-03,71.0,OPEN,-5.52,-70.0,12.0,-37.0
DLR,2020-02-12,127.05,2020-09-13,141.2,2020-03-02,130.49,OPEN,2.71,36.0,9.0,24.0
ASX-VVR,2020-02-13,2.78,2020-05-06,2.95,2020-03-03,2.73,OPEN,-1.8,-24.0,23.0,-29.0
ASX-VVR,2020-02-13,2.78,2020-09-22,3.27,2020-03-03,2.73,OPEN,-1.8,-24.0,9.0,-10.0
ASX-VVR,2020-02-13,2.78,2020-08-31,2.93,2020-03-03,2.73,OPEN,-1.8,-24.0,10.0,-33.0
ASX-ORG,2020-02-13,7.86,2020-04-19,8.31,2020-03-03,7.05,OPEN,-10.31,-137.0,29.0,-180.0
ASX-VVR,2020-02-13,2.78,2020-03-20,2.84,2020-02-17,2.84,CLOSED,2.16,136.0,11.0,100.0
MCD,2020-02-13,217.42,2020-11-24,244.01,2020-03-02,202.55,OPEN,-6.84,-96.0,6.0,-56.0
MCD,2020-02-13,217.42,2020-05-13,226.64,2020-03-02,202.55,OPEN,-6.84,-96.0,20.0,-161.0
MCD,2020-02-13,217.42,2020-12-26,236.97,2020-03-02,202.55,OPEN,-6.84,-96.0,6.0,-76.0
ASX-VVR,2020-02-14,2.83,2020-08-03,3.26,2020-03-03,2.73,OPEN,-3.53,-49.0,11.0,-23.0
ASX-VVR,2020-02-14,2.83,2020-07-22,2.98,2020-03-03,2.73,OPEN,-3.53,-49.0,11.0,-67.0
ASX-AGL,2020-02-14,20.68,2021-01-05,22.14,2020-03-03,18.92,OPEN,-8.51,-119.0,6.0,-121.0
ASX-VVR,2020-02-14,2.83,2020-03-23,2.92,2020-02-17,2.92,CLOSED,3.18,267.0,8.0,100.0
ASX-VVR,2020-02-14,2.83,2020-04-09,2.97,2020-03-03,2.73,OPEN,-3.53,-49.0,33.0,-71.0
2800.HK,2020-02-14,28.0,2020-12-30,31.21,2020-03-02,26.65,OPEN,-4.82,-71.0,5.0,-42.0
2800.HK,2020-02-14,28.0,2020-07-07,30.44,2020-03-02,26.65,OPEN,-4.82,-71.0,12.0,-55.0
V,2020-02-14,210.29,2020-12-25,282.73,2020-03-02,192.33,OPEN,-8.54,-127.0,5.0,-25.0
V,2020-02-14,210.29,2020-04-24,229.09,2020-03-02,192.33,OPEN,-8.54,-127.0,24.0,-96.0
WMT,2020-02-14,117.89,2021-01-01,130.22,2020-03-02,115.88,OPEN,-1.7,-25.0,5.0,-16.0
V,2020-02-14,210.29,2020-04-22,226.59,2020-03-02,192.33,OPEN,-8.54,-127.0,25.0,-110.0
ASX-WBC,2020-02-17,25.62,2020-11-30,28.12,2020-03-03,23.63,OPEN,-7.77,-131.0,5.0,-80.0
ASX-WBC,2020-02-17,25.62,2020-12-26,28.2,2020-03-03,23.63,OPEN,-7.77,-131.0,5.0,-77.0
ASX-ABP,2020-02-17,3.93,2021-01-13,4.16,2020-03-03,3.67,OPEN,-6.62,-111.0,5.0,-113.0
STW,2020-02-17,65.86,2020-07-11,67.34,2020-03-03,60.46,OPEN,-8.2,-138.0,10.0,-365.0
STW,2020-02-17,65.86,2020-08-05,67.58,2020-03-03,60.46,OPEN,-8.2,-138.0,9.0,-314.0
2768.HK,2020-02-17,3.1,2020-03-08,3.37,2020-03-02,3.1,OPEN,0.0,0.0,70.0,0.0
2768.HK,2020-02-17,3.1,2020-03-20,3.69,2020-03-02,3.1,OPEN,0.0,0.0,44.0,0.0
ASX-A2M,2020-02-18,15.75,2020-07-31,24.14,2020-03-03,16.05,OPEN,1.9,34.0,9.0,4.0
ASX-A2M,2020-02-18,15.75,2020-05-11,20.01,2020-03-03,16.05,OPEN,1.9,34.0,17.0,7.0
ASX-A2M,2020-02-18,15.75,2020-03-20,17.32,2020-03-03,16.05,OPEN,1.9,34.0,45.0,19.0
ASX-A2M,2020-02-18,15.75,2020-11-19,34.37,2020-03-03,16.05,OPEN,1.9,34.0,5.0,2.0
2638.HK,2020-02-18,7.88,2020-10-16,8.74,2020-03-03,7.92,OPEN,0.51,9.0,6.0,5.0
2638.HK,2020-02-18,7.88,2020-08-18,8.38,2020-03-03,7.92,OPEN,0.51,9.0,8.0,8.0
3808.HK,2020-02-18,15.9,2020-07-14,18.84,2020-03-03,15.36,OPEN,-3.4,-61.0,10.0,-18.0
3988.HK,2020-02-18,3.2,2020-10-27,3.55,2020-03-02,3.11,OPEN,-2.81,-54.0,5.0,-26.0
